cornyield_smooth1960,cornyield_smooth1970,cornyield_smooth1975,cornyield_smooth1980,cornyield_smooth1990,cornyield_smooth2000
34.360001,46.68,48.200001,72.699997,74,59
45.66,59.220001,60.400002,72.800003,83.800003,79.199997
43.700001,54.799999,58.799999,70.800003,74.800003,65.599998
51.040001,65.400002,72.199997,76.599998,95.199997,104.4
60.459999,63.32,68.599998,79.199997,84.800003,84.199997
57.799999,69.699997,80.400002,97.599998,98.199997,13.8
54.559998,62.220001,66.599998,85.599998,90.599998,10.6
60.579998,80.660004,87,88.099998,96.599998,104.4
54.639999,65,74,86.199997,,
56.220001,70.900002,76,88.599998,96.199997,93.800003
62.040001,78.519997,80.400002,95.099998,107.4,99.599998
57,72.900002,77.800003,88,,
53.32,65.419998,73.199997,89.900002,85.400002,
59.760002,66.739998,71,84.699997,91,88.199997
61.860001,71.779999,85.199997,95.699997,,16
57.639999,90.339996,86.800003,81,102.6,101.8
52.439999,62.419998,67.400002,79.900002,97.400002,90.800003
50.540001,61.720001,75.400002,85.699997,85.800003,93.400002
58.040001,80.720001,88.199997,76.599998,101.6,104.2
50.540001,81.5,77.800003,75.099998,94.599998,90.400002
58.439999,72.080002,78.599998,91.099998,,
55.439999,60.279999,61.200001,84.800003,,
59.799999,67.900002,83.199997,95.5,98,63.400002
55.32,82.879997,94.199997,87.699997,95.199997,96.800003
49.080002,55.200001,74.400002,85.699997,,
59.02,70.800003,78.599998,94,90.400002,104
56.419998,75.760002,82,,,
,,,,,
,,,,,
,,,,,
,,,,,
66.480003,91.839996,99.199997,92,114,120.8
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
58.619999,82.559998,87.199997,81.900002,101.8,94
64.68,106.64,110.4,98.300003,117.4,132.2
,,,,,
,,,,,
,,,,,
67,84.120003,83.220001,87.800003,,
52.220001,60.459999,78.379997,88.599998,79.379997,84.860001
38.200001,38.98,62.48,,,
56.860001,71.839996,85.080002,,,
48.119999,69.419998,86.32,87.32,,
37.52,54.239998,73.160004,76.900002,,
44.799999,42.700001,63.139999,75.260002,,
45.860001,,,,,
58.239998,70.160004,70.18,75.459999,,
45.66,57.599998,67.279999,83.440002,,
46.959999,62.32,72.480003,81.279999,,
55.439999,70.199997,86.160004,79.699997,,
63.119999,82.120003,90.379997,100.46,94.360001,
55.619999,63.32,79,88.779999,78.040001,
47.16,59.5,76.919998,,,
59.32,70.440002,84.839996,90.739998,103.58,99.060005
48.32,80.419998,83.239998,,,
47.880001,59.5,75.860001,83.519997,77.68,
53.5,67.699997,82.68,91.68,83.900002,112.54
41.299999,59.400002,71.339996,,,
60.079998,67.019997,74.720001,83.559998,,
34.82,43.119999,67.099998,78.400002,,
29.4,,,,,
29.380001,,,,,
58.139999,62.240002,74.82,,,
51.419998,59.639999,71.419998,75.080002,,
57.080002,65.580002,84.400002,93.919998,91.959999,93.520004
46.700001,69.300003,76.019997,82.82,,
56.060001,80.040001,82.18,87.120003,84.599998,
54.84,76.300003,75.099998,83.739998,,
62.920002,81.919998,85.059998,95.099998,89.239998,96.839996
45.66,55.740002,70.199997,86.82,70.779999,
56.139999,73.82,76.879997,75.639999,,
56.799999,73.099998,83.459999,84.379997,74.599998,
55.099998,72.599998,82.860001,79,105.18,
48.579998,67.559998,75.82,87.059998,101.46,
59.560001,80.540001,88.879997,97.360001,100.24,
55.139999,77.620003,81.860001,89.120003,86.739998,91.080002
48.639999,54.380001,73.82,82.959999,82.239998,
44.119999,61.52,81.980003,,,
61.580002,78.980003,87.540001,94.879997,102.14,
52.02,53.84,72.339996,84.199997,,
52.799999,64.699997,68.879997,75.800003,,
45.18,79.379997,82.239998,96.860001,,
54,75.5,78,87.540001,,
67.660004,79,89.540001,92.199997,,
56.119999,68.139999,78.199997,87.080002,89.919998,
55.239998,87.339996,85.559998,90.440002,,
39.939999,56,72.32,73.699997,70.400002,
52.400002,,,,,
43.799999,45.259998,69.419998,78.120003,,
51.16,59.560001,78.339996,83.160004,,
59.18,73.459999,74.419998,85.959999,83.160004,
33.040001,,,,,
52.200001,79.400002,67.559998,99.779999,99.919998,108.4
,,,80.360001,78.839996,
56,79,66.419998,89.82,88.120003,126
,,,82.120003,80.220001,
66.400002,83,77.559998,95.880005,100.52,136
65.800003,88,82.120003,105.36,107.26,138
45,68.800003,61.860001,86.020004,81.800003,111.2
67,87,80.639999,99.419998,105.24,134.8
56.799999,81.800003,66.779999,92.639999,90.18,130.2
59.599998,75.800003,65.5,88.699997,82.760002,124.6
68.199997,96,81.900002,110.4,112.96,144.2
71.199997,97.400002,88.040001,108.6,106.34,131.2
73,100.4,84.360001,114.1,110.06,146
72,99,87.059998,105.9,112.98,145.2
56.400002,82,81.540001,89.959999,92.299995,122.8
,,,82.599998,78.900002,
58.599998,80.400002,72.380005,90.879997,102.34,132.39999
61.799999,88.599998,72.400002,93.019997,100.44,131.8
,,,86.200005,78.18,
67.199997,88.400002,85.139999,105.46,105.18,139.8
,,69.400002,84.040001,85.860001,
71,101,96.720001,116.82,109.38,153.60001
70.400002,96.199997,81.800003,112.4,106.88,135.2
67.400002,86.199997,79,105.42,104.46,138.2
68,96.599998,86,111.98,105.28,130.2
,,,82.259995,75.699997,
58.799999,85.400002,73,98.040001,104.28,138
72.199997,96,81.159996,106.9,107.42,132.39999
55.599998,86.800003,74.099998,99.860001,101.56,131.2
63.400002,90.800003,83.860001,115.88,98.860001,124.2
66.800003,81.599998,84.940002,98.519997,100.68,134.2
69,94,91.279999,108.32,111.08,140.2
72.199997,97.400002,92.300003,118.24,110.08,157.8
,73,,84.68,97.300003,106.6
60,,,89.919998,81.540001,101
65.800003,88.400002,81.440002,99.860001,101.2,130.60001
63,82.800003,73.739998,94.519997,83.419998,122.6
58.200001,78.400002,71.68,90.339996,89.440002,115.2
56.200001,81.199997,64.239998,98.080002,97.019997,108.6
,,,,,
63.200001,81.599998,80.979996,99.160004,104.46,122.4
67,90,82.060005,106.9,104.42,135.8
63.799999,79.599998,73.620003,88.220001,92,118.8
,,,83.779999,,
68.199997,86,78.599998,100.68,104.74,134
64,82.400002,84.959999,101.78,97.779999,125.4
66,87.800003,75.400002,102.58,103.24,138
63.400002,86.599998,76.440002,93.620003,101.64,139.8
54,82.599998,66.699997,90.239998,87.479996,132.60001
58.799999,75.400002,67.019997,102.76,106.88,131
,,63.82,83.440002,85.019997,110.4
65.400002,93,82.099998,112.18,104.52,123.2
66.800003,93.599998,85.440002,106.3,106.22,135
71.800003,95.599998,88.220001,110.88,112.42,137.39999
49.200001,73.199997,62.700001,84.540001,84.279999,112.6
54.200001,82.199997,68.019997,90.720001,98.379997,136.39999
65.199997,95.599998,87.040001,106.36,108.58,135
,72.400002,61.939999,86.239998,79.639999,112.8
65.599998,82,75.779999,95.040001,93.599998,125.4
68.199997,82.800003,77.900002,95.439995,103.64,130.2
56,73.599998,71.659996,89.839996,80.879997,117.8
63.400002,87.199997,76,103.8,105.2,133.60001
66.599998,96,90.779999,106.96,111.76,136
,,,,80.599998,
68.199997,95.800003,85.620003,115.88,103.66,128.2
42.200001,71,60.220001,84.959999,78.660004,114
69.800003,88,82.860001,104.54,100.74,130.2
68.800003,91,77.779999,101.48,100.36,123.4
64.199997,82,73.879997,98.5,101.08,126
54,77.400002,78.720001,100.74001,102.72,126.4
65.800003,82.400002,76.879997,98,100.78,125
56.599998,78.599998,72.659996,96.599998,95.120003,130.60001
