cornyield_smooth1960,cornyield_smooth1970,cornyield_smooth1975,cornyield_smooth1980,cornyield_smooth1990,cornyield_smooth2000
44.799999,62.400002,66.620003,90.400002,96.599998,134.8
65.199997,93.199997,89.5,115.16,120.8,153.2
43.799999,65.599998,68.300003,98.400002,103.8,154.39999
45.599998,70.199997,71.459999,96.099998,106.2,153.60001
,53.200001,53.860001,77.599998,78.599998,114.8
37.599998,56.200001,51.920002,69,92.599998,150.2
69.599998,90,96.940002,113.8,122.2,161.2
33.799999,47.599998,52.119999,73,68,110.6
69,98.800003,97.879997,123.78,123.8,154
61,81,72.260002,97.18,98,143.39999
61.599998,100,86.520004,122.28,125.8,153.60001
36.200001,49.799999,48.360001,80.199997,81.599998,124.4
70.800003,92,97.699997,118.84,119.6,158.39999
60,75.800003,72.660004,98.199997,101.6,137.8
52,83.800003,56.98,99.82,102.8,144.39999
28.32,45.32,,,70.099998,
34,37.52,45.799999,57.099998,76.239998,100.16
29.42,37.759998,38.279999,57.099998,,
28.779999,38.419998,39.66,47.580002,69.660004,
33.799999,37.439999,40.380001,56.580002,77.659996,92.980003
31.9,45.66,55.200001,,,138.72
31.5,37.439999,46.060001,49.279999,65.479996,91.919998
29,43.380001,41.66,52.52,81.82,99.019997
25.940001,38.240002,40.419998,43.720001,70.32,83.68
30.360001,39.98,40.720001,39.799999,66.459999,
39.98,41.860001,43.299999,50.880001,75.760002,116.86
25,32.5,40.84,37.200001,,
25.66,33.400002,37.040001,45.639999,75.699997,91.68
40.279999,44.200001,,,,125.48
34.16,37.959999,38.5,52.799999,61.959999,
29.440001,31.98,37.84,42.880001,,
36.18,37.079998,52,76.659996,91.900002,110.4
30.52,30.42,37.900002,50.34,,
31.559999,42.959999,41.740002,48.779999,68.360001,
31.18,32.48,43.040001,63.68,84.120003,
27.620001,33.139999,32.720001,47.48,,
31.18,34.059998,41.619999,47.139999,,97.160004
36.34,31.719999,35.080002,40.48,,
35.639999,35.639999,41.619999,44.200001,,
30.92,34.82,40.84,47.299999,66.5,106.02
33.34,35.400002,39.860001,57.139999,75.080002,115.74
33.66,36.540001,,,86.919998,127.66
46.119999,35,,,,127.7
32.459999,33.759998,42.920002,52.200001,68.199997,75.599998
32.68,32.880001,42.799999,47.02,,
28.18,32.48,39.98,41.900002,,
31.799999,42.239998,41.18,40.439999,76.220001,
30.360001,34.360001,35.900002,44.32,56.220001,
31.200001,36.5,39.700001,43.079998,,
24.860001,34.98,41.080002,39.48,,
31,36.259998,41.66,48.419998,,94.099998
29.540001,35.060001,33.299999,45.279999,,
28.48,31.24,35.299999,38.599998,,
29.84,33.360001,32.759998,41.919998,69.559998,
26.440001,39.619999,41.580002,43.779999,70.980003,
30.040001,34.779999,40.02,57.400002,73.540001,77.099998
32.18,38.459999,,,92.800003,127.08
31.26,37.099998,40.560001,56.920002,69.5,
24.440001,30.92,37.459999,44.400002,69.82,97.779999
28.639999,36.360001,37.639999,52.84,72.340004,110.14
29.74,32.299999,35.48,44.48,63.779999,
33.220001,34.080002,43.099998,50.220001,80.300003,89.860001
26.719999,35.919998,43.099998,49.380001,69.139999,86.300003
29,40.880001,46.52,52.579998,76.139999,94.040001
26.960001,39.02,42.100002,49.040001,,
26.9,37.360001,42.68,45.34,,
23.74,37.360001,39.360001,61.740002,77.340004,110.16
26.119999,36.259998,34.799999,56.48,,
38.740002,36.639999,43.399998,60.260002,86.019997,103.1
34.98,34.099998,42.82,48.32,,
29.82,30.719999,39.599998,43.200001,,
29.559999,35.560001,35.779999,55.5,65.879997,
33.700001,37.700001,42.799999,62.18,74.379997,
34.32,37.34,41.380001,58.299999,66.340004,
35.52,44.82,,,,116.66
27.98,41.360001,41,48.68,69.959999,104.52
26.18,37.220001,38.639999,47.259998,,94.720001
43.040001,41.84,,,,127.26
30.58,32.02,31.719999,43.380001,70.239998,
31.620001,33.439999,37.02,39.739998,,
31,33.759998,44.540001,49.540001,,
33.220001,42.52,,,,128.98
33.939999,36.759998,50.740002,,,126.36
37.579998,36.580002,43.060001,60.200001,83.860001,97.5
33.34,40.799999,45.82,50.559998,72.459999,93.459999
29.74,33.700001,41.16,50.040001,67.279999,
35.299999,36,,,98.519997,116.5
30.860001,36.48,45.959999,58.84,72.82,89.760002
30.860001,35.419998,36.98,47,66.18,
41.299999,37.200001,,,,127.06
42.139999,44.200001,,,,131.36
27.639999,31.92,39.380001,42.52,,
30.42,39.360001,42.279999,42.02,,87.660004
29.08,36.5,35.860001,47.939999,,
26.780001,36.860001,39.619999,44.060001,,
32.220001,37.279999,46.299999,61,69.440002,99.659996
33.52,35.959999,39.18,70.220001,84.940002,122.84
53,79,65.599998,85.159996,88.400002,112.74
60.360001,86.979996,62.920002,85.739998,89.540001,114.68
64.440002,95.239998,69.520004,101.74,103.3,121.68
57.780003,75.959999,66.360001,90.739998,103.32,110
47.5,53.600002,63.379997,63.939999,,107.3
45.299999,64.279999,66.160004,76.479996,108.36,129.10001
51.919998,66.940002,68.419998,68.379997,88.720001,107.32
46.919998,59.200001,60.68,71.919998,96.18,100.76
43.079998,64.139999,66.839996,83.620003,102.46,106.32
56.68,72.080002,68.260002,80.720001,97.839996,111.14
56.439999,89.860001,65.18,93.779999,98.779999,124.16
35.900002,62.939999,78.340004,88.559998,116.8,123.14
52.939999,78,58.220001,80.599998,85.660004,109.18
54.82,69.480003,69.019997,77.699997,105.08,109.9
39.18,58.34,57.759998,77.959999,,
54.959999,74.459999,78.540001,92.18,102.66,120.08
65.379997,81.980003,66.459999,93.599998,105.78,128.89999
41.119999,62.18,56.540001,,,
53.700001,72.739998,62.98,78.260002,94.419998,106.04
46.16,58.16,53.639999,59.900002,85.559998,104.88
61.279999,81.419998,70.099998,87.659996,102.12,123.08
44.98,50.900002,61.439999,72.159996,87.659996,
59.900002,84.419998,65.400002,100.7,86.260002,114.08
56.18,79.199997,60.959999,88.059998,95.32,121.02
50.939999,80.18,62.139999,94.379997,93.639999,113.96
51.380001,67.720001,62.82,80.18,102.16,101.12
56.639999,73.080002,68.520004,79.279999,99.860001,108.38
45.419998,63.099998,51.299999,61.799999,,
47.52,61.5,58.080002,69.099998,90.5,123.84
39.579998,54.860001,50.040001,63.279999,,
55.02,82.199997,63.32,90.300003,89.760002,100.92
53.68,84.440002,61.66,86.220001,88.879997,102.82
39.68,61.48,56,70.220001,,
43.799999,59.060001,,57.84,,
49.759998,77,94,97.160004,126.18,135.92
51.600002,68.099998,63.280003,75.220001,93.860001,112.32
55.32,66.339996,60.66,73.540001,87.040001,99.540001
56.360001,86.82,65.82,84.860001,92.559998,103.36
48.700001,57.18,55.700001,63.540001,83.480003,85.419998
53.779999,79.979996,60.920002,86.800003,96.580002,112.84
56.759998,82.020004,61.139999,86.68,97.239998,111.3
49.400002,65.339996,62.84,74.300003,89.300003,88.879997
39.259998,54.48,51.040001,75.360001,81.860001,
64.479996,93.760002,72.279999,96.639999,102.58,128.88
58.68,79.639999,75.82,84.120003,98.979996,125.25999
40.060001,60.759998,55.919998,79.339996,85.559998,
41.18,59.84,53.760002,66.839996,,
60.060001,77.080002,67.760002,81.32,98.879997,117.64
49.540001,63.700001,69.380005,74.199997,101.54,122.08
49.899998,66.559998,68.580002,79.940002,91.459999,91.599998
52.260002,67.800003,68.919998,79.199997,94.659996,96.860001
59.66,82,67.580002,97.739998,80.600006,105.72
40.259998,64.860001,61.439999,67.919998,93.720001,
61.880001,81.559998,72.300003,90.959999,107.42,125.56
47.919998,53.799999,55.959999,61.899998,86.879997,111.28
60.84,82.379997,64.260002,94.480003,87.479996,107.52
57.900002,72.300003,79.419998,92.5,96.239998,108.66
57.900002,78.379997,62.959999,85.479996,96.040001,105.56
55.299999,77.459999,58.459999,85.32,92.199997,114.42
47.48,53.060001,52.779999,63,,
57.439999,82,65.519997,82.400002,93.139999,108.36
39.799999,65.379997,59.239998,80.360001,,
37.639999,61.32,55.560001,71.639999,85.400002,86.120003
59.560001,81.800003,65.160004,94.239998,97.400002,120.94
51.439999,80.879997,70,93.979996,95.5,115.08
48.52,68.300003,64.279999,80.360001,105.1,96.459999
70.779999,88.900002,96.040001,96.900002,133.17999,147.5
49.240002,63.919998,60.959999,72.82,91.040001,99.339996
56.299999,76.379997,59.279999,85.300003,87.699997,107.7
57.919998,75.639999,74.479996,91.220001,98.919998,105.6
46.560001,58.939999,53.619999,78.139999,98.939995,93.540001
59.880001,87.839996,99.160004,108.22,138.06,142.5
45.639999,50.900002,56.419998,69.260002,,96.519997
54.200001,90.019997,66.839996,88.139999,92.5,109.46
38.939999,54.119999,50.82,,,
56.220001,71.18,68.019997,75.099998,107.82,113.94
35.220001,53.299999,,64.400002,,
56,89.900002,82.82,97.720001,125.8,131.72
57.419998,72.099998,78.279999,95.400002,101.2,121.52
52.02,63.540001,59.52,78.660004,95.120003,100.38
41.139999,65.800003,58.200001,77.099998,,
59.799999,76.18,70.379997,97.779999,99.68,114.3
56.860001,89.239998,63.919998,92.139999,97.5,122.04
45.5,56.66,48.599998,60.18,91.199997,90.599998
43.5,61.880001,55.580002,70.080002,84.220001,
49.5,78.379997,72.779999,87.459999,90.800003,107.22
57.400002,73.559998,59.759998,88.779999,94.260002,113.14
53.639999,73.760002,57.720001,82.540001,89.459999,104.88
57.540001,82.520004,60.959999,83.279999,104.96,122.46
41.68,57.299999,58.860001,67.82,,
35.34,54.299999,56.82,61.32,,109.86
61.539997,77.599998,78.700005,99.019997,115.98,126.98
45.939999,63.5,57.139999,66.120003,95.019997,94.220001
,,,,105.88,126.34
47.759998,68.080002,62.880001,73.839996,85.900002,106.54
60.66,76.440002,77.519997,93.739998,109.8,125.1
67.720001,80.860001,79.440002,93.540001,106.54,131.44
55.360001,76.980003,69.639999,90.400002,88.160004,110.34
55.48,76.720001,68.580002,96.760002,86.020004,113.94
59.420002,84.860001,84.120003,102.72,124.72,144.01999
39.959999,57,59.920002,56.16,,
62.240002,79.18,63.5,90.900002,88.559998,108.68
56.639999,83.879997,96.739998,107.98,129.92,138.82001
39.139999,53.060001,58.799999,,,
50.260002,76.639999,61.900002,85.82,89.019997,104.48
41.540001,53.200001,,,,
38.560001,62.18,55.919998,73.459999,91.120003,
48.779999,66.520004,60.099998,68.480003,96.139999,99.860001
61.560001,75.699997,78.860001,92.559998,103.76,108.62
42.419998,62.099998,57.68,65.199997,,
38.880001,61.200001,65.879997,74.82,98.040001,103.5
40.419998,57.740002,58.34,73.340004,92.400002,
57.560001,86.020004,65.279999,84.200005,87.020004,106.36
44.060001,60.740002,53.759998,74.540001,,
68.239998,113.06,111.62,121.74,149.39999,154.81999
44.279999,66.68,70.339996,101.38,116.64,139.39999
,,98.199997,112.4,116.4,128.28
27.68,71.879997,72.5,106.62,117.64,92.019997
32.860001,78.32,97.459999,103.68,120.96,136.3
48.080002,78.139999,77.559998,97.220001,112.7,138.39999
45.98,81.540001,86.159996,110.36,129.5,136.48
28.98,36.239998,40.739998,60.02,66.400002,84.599998
32.48,99.739998,102.62,103.56,129.25999,148
60.84,106.74,110.68,122.82,145.8,158.02
60.060001,84.82,67.32,95.720001,114.68,128.38
55.799999,86.660004,84.360001,107.32,127.9,128.7
54.899998,81.900002,51.880001,94.599998,109.14,108.68
45.720001,52.900002,50.040001,81.239998,87.620003,120.62
27.92,89.339996,99.379997,120.68,149.84,165.38
15.860001,45.32,79.959999,93.040001,125.94,149.74001
42.599998,74.620003,85.519997,113.06,121.54,118.8
70.620003,117.76,110.48,124.72,149.72,154.92
53.200001,77.339996,68.120003,98.639999,110.82,133.56
57.639999,73.199997,63.860001,88.520004,101.7,128.08
41.52,72.220001,86.660004,99.599998,125.6,145.01999
52.279999,76.839996,67.699997,86.720001,106.36,132.17999
20.52,51.380001,69.040001,100.68,111.38,109.1
71.620003,113.68,114.9,126.76,148.94,161.46001
59.32,100.28,104.24,119.56,137.08,104.2
46.200001,61,48.600002,80.839996,83.239998,121.56
58.740002,83.959999,68.919998,98.459999,118.74,133.42
58.100002,81.080002,60.98,97.040001,114.16,128.82001
24,63.700001,76.32,106.86,138.14,151.64
61.98,110.24,106.52,123.62,151.10001,150.02
59.220001,108.16,104.2,120.76,146.75999,149.42
27.58,89.379997,104.56,120.34,122.2,126.9
51.119999,94.580002,98.120003,106.98,113.24,117.82
44.02,81.159996,83.82,100.9,122.52,110.88
54.399998,99.959999,100.66,114.6,120.52,118.96
46.900002,73.119995,86.479996,97.540001,120.82,135.44
55.48,104.08,107.86,126.94,145.42,151.42
,,,101.6,118,
41.959999,73.540001,79.860001,104.58,113.1,134.75999
71.82,116.24,111.26,123.28,144.62,157.14
74.400002,115.52,115.56,120.96,156.62,163.60001
47.380001,106.46,105,122.56,141.36,139
21.02,54.579998,67.760002,101.2,107,130.92
46.420002,105.38,110.92,116.52,113.66,115.3
36.52,87.18,110.42,117,136.60001,152.72
,,65.400002,100.6,120.4,
43.740002,95.120003,91.760002,112.78,125.86,139.94
43.540001,96.18,100.92,115.04,136.44,121.62
46.260002,66.440002,54.099998,83.660004,105.48,98.639999
69.260002,118.44,115.46,130.38,153.46001,163.89999
61.079998,109.76,102.56,114.36,139.72,138
25.6,52.52,87.919998,93.019997,92.260002,110.22
42.060001,77.720001,84.360001,100.42,96.419998,89.440002
42.580002,47.360001,49.599998,77.040001,83.380005,111.14
46.299999,73.739998,68.860001,97.580002,106.22,105.86
47.16,89.699997,93.82,119.5,134.02,154.22
27.440001,54.419998,67.459999,84.919998,110.24,134.92
44.18,67.540001,89.979996,93,120.82,129.54001
15.66,37.779999,57.380001,91.580002,110.52,140.48
47.419998,68.040001,71.480003,95.639999,108.48,120.36
65.159996,111.46,102.04,113.42,136.38,146.03999
57.84,87.779999,89.659996,118.3,124.38,145.72
45.700001,81.059998,81.400002,101.28,116.32,127.84
52.540001,79.599998,57.84,90.480003,94.620003,99.599998
59.540001,107.54,103.4,123.12,143.96001,129.58
46.899998,73.340004,56.380001,89.540001,98.479996,94.440002
43.34,62.040001,46.760002,75.800003,85.860001,92.199997
25.84,104.7,109.8,124.7,140.10001,137.8
66.82,115.3,118.68,132.28,158.08,170.7
47.220001,58.800003,63.760002,92.300003,108.18,129.72
51.799999,78.739998,77.779999,102.32,116.6,137.42
66.040001,104.02,104.74,118.32,140.2,142.75999
44.580002,100,109.7,114.94,121.9,119.98
52.560001,81.659996,68,86.279999,93.019997,107.8
27.440001,88.879997,113.16,105.04,124.54,153.7
50.080002,98.660004,95.839996,118.18,134.36,126.68
58.68,82.879997,53.66,94.32,108.7,108.4
53.860001,71.5,60.619999,98.860001,115.62,128.7
67.779999,91.419998,91.839996,118.06,133.58,137.48
55.48,98.040001,95.900002,117.08,143.75999,129.28
26.299999,63.18,75.580002,98.599998,121.8,129.78
40.060001,76.519997,82.120003,100.06,129.72,145.24001
56.040001,95.699997,86.800003,106.12,128.54001,142.3
50.82,66.18,61.540001,86.32,92.419998,122.44
64.559998,112.76,110.44,123.82,153.5,140.62
17.280001,47.959999,98.120003,101.86,119.38,
51.900002,67.919998,61.580002,83.339996,94.459999,125.96
47.02,83.019997,89.519997,107.66,125.04,141.3
61.079998,86.980003,63.400002,94.559998,109.74,126.38
51.060001,60.119999,53.279999,80.220001,88.5,121.58
46,95.040001,92,112,144.48,130.16
37.779999,71.720001,96.260002,107.5,125.16,139.58
66.68,111.4,108.96,122.42,155.8,157.98001
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,75.800003,,
,75,76,91.199997,105.2,90.300003
,60.200001,65,75.599998,,
,55,68.400002,83.400002,90.800003,
,62.200001,76,90.199997,103,94.32
,57.799999,71.800003,89.400002,96.400002,78.639999
,75.599998,78.400002,88.599998,102.8,83.840004
,71.199997,82,88.599998,102.6,81.900002
,71.199997,75.199997,93,107.2,91.440002
,70.400002,75.800003,84.800003,98,89.760002
,77.199997,84.199997,90.800003,103.2,84.260002
,66.599998,74.400002,79.800003,91,
,68.199997,84,95.400002,105.6,92.739998
,65.599998,78.199997,82.800003,99.199997,69.5
,78.599998,82.800003,93,103.6,77.300003
,83.800003,87.800003,98,107.4,88.639999
,,80.599998,85.800003,92.199997,92
,,85.400002,91.400002,90.199997,104.4
,,79,91.599998,96.599998,101.4
,,78.199997,87.699997,88.199997,102.6
,,81.799995,92.5,97.400002,107.8
,,85.400002,89.339996,93.800003,101.8
,,78,88.300003,93.599998,93.599998
,,81,91.599998,88,103.4
,,79.839996,90.919998,104.4,113.4
,,85.519997,96.120003,88.599998,96.400002
,,84.400002,91.739998,101.2,96
,,82.800003,91,99.800003,91.400002
,,85.599998,93.599998,96.599998,99
,,81.599998,88.699997,83.800003,103.8
,,72.400002,80.599998,91.400002,86
,,78,84.400002,93.599998,108.2
,,79.199997,88.599998,91.400002,100.2
,,81.199997,90.099998,86.400002,105.8
,,77.800003,91.599998,92.400002,90
,,83.400002,91.599998,91.800003,103.6
,,76.480003,91.300003,87.199997,106
,,73.400002,91.699997,92.599998,105.2
,,83.199997,91.059998,94,106.6
,,83.800003,90.199997,94.599998,102.6
,,80.800003,90.919998,87.199997,103.8
,,85.360001,95.520004,99.400002,98.599998
,,78.199997,89.900002,81.199997,100.2
,,80.599998,92.260002,102.6,101.6
,,81.400002,91.360001,103.2,102.8
,,83.139999,93.660004,91.199997,102.4
,,84.599998,93.5,84,87.800003
,,83.199997,94.059998,93,107
,,78,89.099998,86,96.599998
,,80.400002,90.699997,93.599998,99.599998
,,,,,
,,84.400002,99.099998,98.599998,99.800003
,,79.199997,92.400002,88.599998,95.800003
,,83.800003,94.599998,108.4,104.8
,,80,87.599998,92.400002,78.800003
,,86,99.699997,92,109
,,75.400002,84,82.400002,101.8
,,78.599998,87.459999,87.800003,99.800003
,,82.479996,84.019997,86.599998,96.599998
,,80.400002,92,100.4,113.4
,,81.400002,93,102.4,84.199997
,,81.199997,91.599998,87,93
,,80.360001,86.699997,97.599998,93
,,84.800003,93.800003,100.6,95.199997
,,,,,
,,88.800003,97.919998,106.6,104.4
,,79.800003,89.659996,89.800003,103.4
,,,,,
,,80.400002,90.300003,94,111.4
,,81.199997,91.099998,91,99.599998
45.599998,53.400002,54.599998,70.800003,77.199997,70.800003
44.200001,39.599998,50.799999,63.799999,64.400002,59.200001
58.799999,66,68.199997,75.800003,,
35.200001,46.200001,55.799999,75,69.400002,78.400002
61.799999,63.799999,64,69.639999,,
57,,58.400002,68.059998,,
54.799999,77.800003,87.599998,89.199997,96.400002,108.6
55.599998,72.400002,85.400002,76,94.800003,92.599998
41,60.400002,70.199997,77.199997,78,87
38.400002,55,68.800003,67,65.800003,79.400002
51.599998,58.200001,69.400002,72.800003,78.400002,
49.599998,50.799999,57.599998,71.800003,82.400002,78.400002
34.799999,44.599998,52.400002,67.199997,63.599998,69.800003
47.400002,52.400002,60.599998,63.799999,73.199997,81.599998
70.400002,88.199997,101.6,101.8,108.8,121.2
48.599998,67.599998,85.400002,83.199997,100.8,112.2
37.200001,46.200001,47.799999,61,64.199997,64.199997
38.599998,42.799999,51.799999,75.599998,76.400002,77.400002
44.200001,49.200001,56.400002,69,67,77
44.799999,57,65.400002,76,93.800003,95.599998
54.599998,75.800003,93.199997,89,103.2,110.4
51.799999,58,65.800003,82.800003,83.599998,
37.599998,42,49,60.400002,65.599998,62.400002
48.599998,64.800003,76.800003,80.199997,76.599998,82
43,63.799999,74.800003,74.599998,78.400002,89.800003
37.599998,49.400002,66.199997,72.800003,75,
72.800003,87.199997,98.800003,96.400002,105.8,122
44.799999,55.400002,59,73,66.199997,74.199997
42,46.200001,56.599998,77.800003,74.800003,79.599998
48.400002,60,71.400002,78.400002,78.400002,90.199997
44.400002,46.799999,45.599998,59.799999,59.400002,
49,64.800003,68.599998,68.800003,81.800003,79.400002
39.400002,55.400002,47.799999,71.800003,60,71.400002
39.799999,46,44.400002,54,75.599998,80.599998
37,42.599998,48.400002,59.799999,66.400002,
51.599998,79.599998,80.599998,73.199997,94.599998,86.199997
36.200001,43.400002,45,57.200001,64.599998,71.199997
50,67.599998,77.199997,84.800003,85,91.800003
40.400002,52.400002,53.200001,71.400002,71.599998,65.800003
49.799999,64.400002,68,71.599998,82.400002,73.599998
44.599998,47.799999,51.799999,65.599998,82.199997,74.400002
52,60.599998,69.199997,78.599998,92.800003,
53.200001,75.199997,80,88.199997,99,106
54.400002,77,77,76.599998,96.199997,92
42.200001,47,59.400002,67,65.199997,70.199997
60.799999,88.199997,99.400002,98.599998,117.4,118.8
39.599998,49.400002,55.200001,69.199997,75.400002,85.400002
46.200001,55,55.599998,71.400002,79.400002,74
47.400002,63.599998,72.199997,80.400002,70.599998,97.400002
41.599998,44.799999,45.599998,61.400002,59.200001,72.599998
50.799999,66.400002,74.599998,81.800003,82,100.8
39.400002,45,50.200001,70.400002,69.599998,66.800003
46.799999,61.400002,66.599998,73.599998,96.400002,
53,56.200001,61.599998,62.599998,72,
55.200001,72.599998,78.199997,83,81.599998,81
35,41,50.799999,62.799999,59.799999,67.400002
55.599998,59.599998,62.200001,73,86.199997,
34.400002,41.599998,50.200001,60.200001,70.199997,
34.200001,39.400002,41.799999,59.599998,69,70.800003
50.200001,59.200001,52.599998,66.199997,77.599998,74.199997
43.599998,56.599998,72.800003,72.599998,84.800003,
48.200001,68.199997,74.400002,71.599998,87,80
46.799999,59.599998,72.800003,75.400002,79.599998,98.599998
43.599998,56.799999,53,76.199997,77.599998,73.800003
50.599998,73.199997,89,96.400002,109,105.6
66.800003,86.199997,107.2,100.4,110,121
45.200001,54.799999,70.400002,80.599998,83,86.199997
67.599998,88,105,93.199997,105.6,112.6
35.799999,45.599998,48.799999,67.400002,73.400002,76.199997
50,72.199997,69.800003,80,80,82.599998
38.200001,42.200001,50.599998,58.200001,81.400002,
42.799999,52.799999,61,71.800003,70.400002,75.599998
32.400002,38.200001,42.400002,63,67,69.400002
39.400002,58,74,75.800003,75.800003,80
36.200001,52.599998,48.599998,63,72,76.599998
42.200001,53.799999,59.799999,69.599998,63.599998,78
39.400002,46.799999,56.400002,65,70.599998,
48.799999,61.599998,69.400002,74,80.599998,83.400002
39.200001,54.400002,63.400002,67,75,63.200001
41.200001,56.400002,70.199997,74.800003,78.599998,82
37.799999,47.400002,52.200001,60.200001,66.800003,74.599998
46,60,64.800003,70.800003,87.400002,90.199997
47.799999,58.799999,57,65.599998,74.599998,
55.599998,59.599998,69.400002,83.199997,86.400002,96.199997
52.599998,86.199997,99,96,112,123.4
38.200001,59,71.199997,68.599998,79,83.800003
37.200001,45,44,50.799999,56.799999,
42.400002,52,46.200001,62.200001,68.199997,
36.200001,42.599998,42.400002,51.599998,60.200001,74.199997
58.799999,78.199997,92.199997,88.400002,93.199997,113
62.400002,67.199997,67.199997,71.599998,,
50.799999,66.400002,71.400002,82,85,89.599998
44.799999,58,67.199997,71.400002,79.199997,94.599998
54,66,67,78.599998,83.199997,84.400002
43.200001,64.199997,58.799999,78.599998,80.400002,94.199997
55.200001,55.200001,56.400002,64.400002,,
15.5,35.400002,32.16,,20,57.759998
25.4,43.200001,42.32,60.099998,51.68,112.5
24.799999,,,79.360001,45.82,79.599998
14.2,,,,,
,,52.599998,46.939999,40.739998,73.660004
17,,,,,51.439999
,,,,34.220001,
14.8,31,47.040001,64.32,61.219997,84.839996
30.9,52.599998,57.220001,72.620003,69.480003,119.18
,,,,,
24,43.200001,44.82,73.300003,71,122.93999
,,,,,
19.4,32,31.9,,22.98,78.239998
,,,70.459999,47.34,
17.799999,31.6,40.580002,60.119999,89.419998,94.239998
28.4,,,80.279999,59.98,95.099998
,,35.560001,72.800003,,67.82
39.599998,49,56.099998,69.300003,68.739998,100.72
14.6,34,33.100002,49.380001,50.799999,
29.799999,,38,80.720001,72.400002,103.58
14.8,,,,25.440001,62.02
20.9,40.400002,62.32,95.860001,79.919998,132
25,44.799999,46.200001,65.919998,60.899998,118.2
21.799999,37.799999,45.459999,56.5,70.5,85.959999
22.799999,,,62.619999,54.059998,86.5
21.4,33.799999,35.099998,53.200001,,90.099998
22,36.400002,,57.32,69.720001,89.379997
,,,72.480003,60.32,89.220001
17.799999,33.400002,44.919998,,58.52,108.04
14.2,30.799999,26.299999,40.66,62.759998,91.059998
,,,,,57.799999
23,,,58.360001,46.580002,95.260002
20.200001,33,41.100002,40,41.939999,95.779999
33.200001,,,61,59.080002,102.76
,,,39.639999,37.279999,86.120003
23.4,,,,41.259998,90.620003
27.799999,49.599998,53.939999,74.099998,79.400002,122.02
,,,,,61.760002
32.400002,66.199997,57.119999,80.160004,86.099998,125
,,,,41.220001,60.02
28,49.799999,49.420002,66.040001,77.099998,122.88
,,,,31.940001,
15,28.799999,23.719999,,90.400002,
15.2,,,,,
18,37.799999,,,,62.380001
27.6,,,87.379997,69.300003,113.5
25,43.799999,50.16,61.439999,55.540001,97.839996
,,,,38.040001,
31.799999,51.200001,51.400002,83.800003,75.599998,118.24
37.599998,46.599998,,58.439999,55.200001,102.2
,35.799999,,47.540001,36.540001,78.400002
28.4,,,49.740002,41.080002,78.620003
,,37.400002,,64.959999,
60.799999,71.599998,82.82,92.879997,103.46,99.860001
63.200001,89.599998,92.239998,114.34,117.18,132.24001
66.900002,81,88.020004,100.62,97.580002,110.22
59.5,74.199997,85.220001,96.540001,87.580002,114.18
58.739998,69.779999,81.120003,89.019997,88.119995,119.56
64.199997,85,86.959999,107.22,113.92,127.78
56.419998,71.980003,82.32,92.099998,78.860001,
55.200001,73.199997,84.299995,98.760002,112.32,117.62
64,78.400002,86.919998,105.86,110.32,114.92
54.5,72.599998,87.940002,90.779999,92.879997,95.699997
71.800003,94.599998,98.540001,113,116.1,135.58
75.599998,93,95.400002,115.48,120.32,136.64
50.099998,73.800003,80.159996,97.440002,115.6,105.56
73.900002,90.199997,100.66,111.88,123.84,139.36
59.200001,85.400002,93.400002,101.08,93.259995,108.5
71,92,97.379997,112.7,110.82,115.82
66.699997,87.599998,93.339996,115.64,114.52,136.44
54.84,70.139999,85.260002,,,
70.099998,89.599998,88.239998,114.44,117.16,138.22
65.599998,84,82.599998,107.86,105.94,136.08
67.099998,87.599998,91,104.5,106.4,125.4
76.099998,89.599998,96.459999,118.16,112.74001,129.95999
69.699997,85.400002,93.199997,104.56,113.36,126.78
71.800003,91.199997,98.139999,109.56,119.86,129.48
64.300003,84.199997,92.440002,101.32,108.48,115.88
77.699997,96.800003,95.980003,116.04,121.38,135.89999
58,72.419998,78.080002,90.279999,108.58,102.46
62.419998,81.82,87.459999,91.5,91.620003,104.9
76.099998,91.199997,96.760002,114.02,121.2,129.25999
58,76.82,81.400002,84.739998,87.699997,109.3
64.720001,76.599998,82.980003,105.92,117.1,119.46
70,91.599998,91.839996,115.36,116.58,125.93999
69.800003,88.800003,92.5,108.26,112.16,132.89999
55.18,79.599998,84.519997,90.360001,85.080002,84.080002
77.699997,94,95.279999,117.78,123.9,141.7
68.300003,80.199997,91.959999,104.22,120.06,125.25999
62,77.379997,82.419998,93.900002,108.18,115.6
71.800003,84.199997,91.959999,101.76,96.860001,111.14
68.800003,86.800003,90.919998,113.62,106.96,124.44
58.619999,73.419998,83.199997,94.879997,105.92,91.839996
58.139999,72.739998,88.580002,90.260002,83.639999,
66.599998,82.599998,89.68,105.76,103.68,119.74
59.759998,60.380001,80.139999,,,
55.080002,77.980003,80.979996,92.459999,91.5,101.18
68.099998,84.800003,91.580002,100.08,106.6,126.08
63.700001,83.800003,88,103.76,111.5,133.04001
63.900002,74.599998,84.160004,102.14,92.919998,119.02
75.800003,94.800003,92.379997,119.76,118.26,139.56
69.900002,86,94.160004,104.98,117.94,133.32001
63.099998,81.199997,85.639999,96.080002,100.48,110.6
68,86.400002,90.82,105.4,111.9,132.64
66.699997,73.199997,87.099998,98.739998,96.879997,106.48
