cornyield_smooth1980,cornyield_smooth2000,Cluster
,,2
,,2
108.2,149.8,2
84.199997,136.39999,2
95.0,144.0,2
112.66,156.60001,2
72.199997,113.0,0
63.599998,93.0,0
127.4,153.39999,2
102.52,142.0,2
89.599998,117.6,2
77.599998,118.6,2
118.8,152.39999,2
97.5,142.39999,2
116.74,158.0,2
103.02,137.60001,2
67.800003,106.8,0
113.9,157.0,2
76.220001,131.0,2
59.400002,104.4,0
80.800003,111.4,2
83.300003,137.2,2
70.800003,108.2,0
90.0,152.2,2
89.199997,,2
70.800003,104.8,0
107.98,151.39999,2
110.92,160.0,2
111.86,151.39999,2
106.7,147.2,2
58.400002,88.800003,0
,,2
108.94,149.60001,2
93.440002,122.6,2
116.8,161.0,2
90.400002,134.8,2
115.16,153.2,2
98.400002,154.39999,0
96.099998,153.60001,2
77.599998,114.8,2
69.0,150.2,0
113.8,161.2,2
73.0,110.6,2
123.78,154.0,2
97.18,143.39999,2
122.28,153.60001,2
80.199997,124.4,0
118.84,158.39999,2
98.199997,137.8,2
99.82,144.39999,2
,,1
57.099998,100.16,1
57.099998,,1
47.580002,,1
56.580002,92.980003,1
,138.72,1
49.279999,91.919998,1
52.52,99.019997,1
43.720001,83.68,1
39.799999,,1
50.880001,116.86,1
37.200001,,1
45.639999,91.68,1
,125.48,1
52.799999,,1
42.880001,,1
76.659996,110.4,1
50.34,,1
48.779999,,1
63.68,,1
47.48,,1
47.139999,97.160004,1
40.48,,1
44.200001,,1
47.299999,106.02,1
57.139999,115.74,1
,127.66,1
,127.7,1
52.200001,75.599998,1
47.02,,1
41.900002,,1
40.439999,,1
44.32,,1
43.079998,,1
39.48,,1
48.419998,94.099998,1
45.279999,,1
38.599998,,1
41.919998,,1
43.779999,,1
57.400002,77.099998,1
,127.08,1
56.920002,,1
44.400002,97.779999,1
52.84,110.14,1
44.48,,1
50.220001,89.860001,1
49.380001,86.300003,1
52.579998,94.040001,1
49.040001,,1
45.34,,1
61.740002,110.16,1
56.48,,1
60.260002,103.1,1
48.32,,1
43.200001,,1
55.5,,1
62.18,,1
58.299999,,1
,116.66,1
48.68,104.52,1
47.259998,94.720001,1
,127.26,1
43.380001,,1
39.739998,,1
49.540001,,1
,128.98,1
,126.36,1
60.200001,97.5,1
50.559998,93.459999,1
50.040001,,1
,116.5,1
58.84,89.760002,1
47.0,,1
,127.06,1
,131.36,1
42.52,,1
42.02,87.660004,1
47.939999,,1
44.060001,,1
61.0,99.659996,1
70.220001,122.84,1
85.159996,112.74,2
85.739998,114.68,2
